key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,size
rayyan-918207382,"Comparative effectiveness of heterologous booster schedules with AZD1222, BNT162b2, or mRNA-1273 vaccines against COVID-19 during omicron predominance in the Nordic countries",2022,,,medRxiv,,,,,"Andersson, N.W. and Thiesson, E.M. and Baum, U. and Pihlström, N. and Starrfelt, J. and Faksová, K. and Poukka, E. and Lund, L.C. and Hansen, C.H. and Aakjær, M. and Kjær, J. and Cohet, C. and Goossens, M. and Andersen, M. and Hallas, J. and Meijerink, H. and Ljung, R. and Hviid, A.",https://www.embase.com/search/results?subaction=viewrecord&id=L2021629570&from=export,English,,"N.W. Andersson, Department of Epidemiology Research, Statens Serum Institut, Artillerivej 5, Copenhagen S, Denmark","Objective: To investigate the effectiveness of heterologous booster schedules with AZD1222 (Oxford-AstraZeneca, referred to as AZD), BNT162b2 (Pfizer-BioNTech, BNT), and mRNA-1273 (Moderna, MOD) vaccines compared with primary schedules and with homologous mRNA-vaccine booster schedules during a period of omicron predominance. Design: Population-based cohort analyses. Setting: Denmark, Finland, Norway, and Sweden, 27 December 2020 to 28 February 2022. Participants: Adults that had received at least a primary vaccination schedule (ie, two doses) of the AZD, BNT, and/or MOD vaccines during the study period. Main outcome measures: Using the Kaplan-Meier estimator, we compared country-specific risks of SARSCoV-2 infection and severe COVID-19 outcomes in heterologous booster vaccinated with primary schedule vaccinated (matched analyses) and homologous booster vaccinated (weighted analyses) since emergence of omicron. Results: Heterologous booster schedules improved protection against all outcomes compared with primary schedules, with the largest and most robust effects observed for severe COVID-19. Risk differences for documented infection ranged from -22.4% to -3.1% (comparative vaccine effectiveness [CVE] 9.7% to 60.9%; >63.2% for COVID-19 hospitalisation) across countries for AZD1BNT2BNT3 (AZD as primary dose followed by two doses of BNT) vs AZD1BNT2 and -22.2% to -3.2% (CVE 37.4% to 67.8%; >34.6% for hospitalisation) for BNT1BNT2MOD3 vs BNT1BNT2, the two most common heterologous booster schedules. Heterologous- and homologous booster schedules had comparable effectiveness. Risk differences of documented infection ranged from -0.4% to 4.4% (CVE -20.0% to 2.4%) for AZD1BNT2BNT3 vs BNT1BNT2BNT3 and -19.8% to 1.7% (CVE -14.6% to 53.8%) for BNT1BNT2MOD3 vs BNT1BNT2BNT3; for most comparisons, risk differences for severe COVID-19 outcomes were smaller than 1 per 1000 vaccinated. Previous infection followed by a booster dose conferred the greatest protection. Conclusion: Heterologous booster vaccine schedules are associated with an increased protection against omicron-related COVID-19 outcomes that is comparable to that afforded by homologous booster schedules.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.11.24.22282651     LK  - http://mgetit.lib.umich.edu/sfx_locater?sid=EMBASE&issn=&id=doi:10.1101%2F2022.11.24.22282651&atitle=Comparative+effectiveness+of+heterologous+booster+schedules+with+AZD1222%2C+BNT162b2%2C+or+mRNA-1273+vaccines+against+COVID-19+during+omicron+predominance+in+the+Nordic+countries&stitle=medRxiv&title=medRxiv&volume=&issue=&spage=&epage=&aulast=Andersson&aufirst=Niklas+Worm&auinit=N.W.&aufull=Andersson+N.W.&coden=&isbn=&pages=-&date=2022&auinit1=N&auinitm=W,"adult;attributable risk;cohort analysis;comparative effectiveness;controlled study;coronavirus disease 2019;Denmark;drug therapy;female;Finland;hospitalization;human;Kaplan Meier method;male;Norway;outcome assessment;Sweden;vaccination;elasomeran;tozinameran;vaxzevria;RNA, Messenger;Vaccination;Vaccines",,,3260410
rayyan-918207383,Long-term COVID-19 booster effectiveness by infection history and clinical vulnerability and immune imprinting,2022,,,medRxiv,,,,,"Chemaitelly, H. and Ayoub, H.H. and Tang, P. and Coyle, P. and Yassine, H.M. and Al Thani, A.A. and Al-Khatib, H.A. and Hasan, M.R. and Al-Kanaani, Z. and Al-Kuwari, E. and Jeremijenko, A. and Kaleeckal, A.H. and Latif, A.N. and Shaik, R.M. and Abdul-Rahim, H.F. and Nasrallah, G.K. and Al-Kuwari, M.G. and Butt, A.A. and Al-Romaihi, H.E. and Al-Thani, M.H. and Al-Khal, A. and Bertollini, R. and Faust, J.S. and Abu-Raddad, L.J.",https://www.embase.com/search/results?subaction=viewrecord&id=L2021629200&from=export,English,,"[""H. Chemaitelly, Infectious Disease Epidemiology Group, Weill Cornell Medicine-Qatar, Cornell University, Doha, Qatar"", ""L.J. Abu-Raddad, Infectious Disease Epidemiology Group, Weill Cornell Medicine-Qatar, Cornell University, Doha, Qatar""]","Background: Long-term effectiveness of COVID-19 mRNA boosters in populations with different prior infection histories and clinical vulnerability profiles is inadequately understood. Methods: A national, matched, retrospective, target trial cohort study was conducted in Qatar to investigate effectiveness of a third mRNA (booster) dose, relative to a primary series of two doses, against SARS-CoV-2 omicron infection and against severe COVID-19. Associations were estimated using Cox proportional-hazards regression models. Results: Booster effectiveness relative to primary series was 41.1% (95% CI: 40.0-42.1%) against infection and 80.5% (95% CI: 55.7-91.4%) against severe, critical, or fatal COVID-19, over one-year follow-up after the booster. Among persons clinically vulnerable to severe COVID-19, effectiveness was 49.7% (95% CI: 47.8-51.6%) against infection and 84.2% (95% CI: 58.8-93.9%) against severe, critical, or fatal COVID-19. Effectiveness against infection was highest at 57.1% (95% CI: 55.9-58.3%) in the first month after the booster but waned thereafter and was modest at only 14.4% (95% CI: 7.3-20.9%) by the sixth month. In the seventh month and thereafter, coincident with BA.4/BA.5 and BA.2.75* subvariant incidence, effectiveness was progressively negative reaching -20.3% (95% CI: -55.0-29.0%) after one year of follow-up. Similar levels and patterns of protection were observed irrespective of prior infection status, clinical vulnerability, or type of vaccine (BNT162b2 versus mRNA-1273). Conclusions: Boosters reduced infection and severe COVID-19, particularly among those clinically vulnerable to severe COVID-19. However, protection against infection waned after the booster, and eventually suggested an imprinting effect of compromised protection relative to the primary series. However, imprinting effects are unlikely to negate the overall public health value of booster vaccinations.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.11.14.22282103     LK  - http://mgetit.lib.umich.edu/sfx_locater?sid=EMBASE&issn=&id=doi:10.1101%2F2022.11.14.22282103&atitle=Long-term+COVID-19+booster+effectiveness+by+infection+history+and+clinical+vulnerability+and+immune+imprinting&stitle=medRxiv&title=medRxiv&volume=&issue=&spage=&epage=&aulast=Chemaitelly&aufirst=Hiam&auinit=H.&aufull=Chemaitelly+H.&coden=&isbn=&pages=-&date=2022&auinit1=H&auinitm=,adult;clinical trial;cohort analysis;controlled study;coronavirus disease 2019;female;follow up;human;incidence;male;nonhuman;original antigenic sin;public health;Qatar;retrospective study;revaccination;SARS-CoV-2 Omicron;vulnerability;elasomeran;messenger RNA;tozinameran,,,304091
rayyan-918207393,"Effectiveness and Duration of Protection of a Fourth Dose of COVID-19 mRNA Vaccine among Long-Term Care Residents in Ontario, Canada",2022,,,medRxiv,,,,,"Grewal, R. and Nguyen, L. and Buchan, S.A. and Wilson, S.E. and Costa, A.P. and Kwong, J.C.",https://www.embase.com/search/results?subaction=viewrecord&id=L2020587759&from=export,English,,"J.C. Kwong, ICES, G1 06, 2075 Bayview Avenue, Toronto, ON, Canada","Background: As of December 30, 2021, Ontario long-term care (LTC) residents who received a third dose of COVID-19 vaccine ≥84 days previously were offered a fourth dose to prevent a surge in COVID-19-related morbidity and mortality due to the Omicron variant. Seven months have passed since fourth doses were implemented, allowing for the examination of fourth dose protection over time. Methods: We used a test-negative design and linked databases to estimate the marginal effectiveness (4 versus 3 doses) and vaccine effectiveness (VE; 2, 3, or 4 doses versus no doses) of mRNA vaccines among Ontario LTC residents aged ≥60 years who were tested for SARSCoV-2 between December 30, 2021 and August 3, 2022. Outcome measures included any Omicron infection, symptomatic infection, and severe outcomes (hospitalization or death). Results: We included 21,275 Omicron cases and 273,466 test-negative controls. The marginal effectiveness of a fourth dose <84 days ago compared to a third dose received ≥84 days ago was 23% (95% Confidence Interval [CI] 17-29%), 36% (95%CI 26-44%), and 37% (95%CI 24-48%) against SARS-CoV-2 infection, symptomatic infection, and severe outcomes, respectively. Additional protection provided by a fourth dose compared to a third dose was negligible against all outcomes ≥168 days after vaccination. Compared to unvaccinated individuals, vaccine effectiveness (VE) of a fourth dose decreased from 49% (95%CI 44%-54%) to 18% (95%CI 5-28%) against infection, 69% (95%CI 62-75%) to 44% (95%CI 24-59%) against symptomatic infection, and 82% (95%CI 77-86%) to 74% (95%CI 62-82%) against severe outcomes <84 days versus ≥168 days after vaccination. Conclusions: Our findings suggest that fourth doses of mRNA COVID-19 vaccines provide additional protection against Omicron-related outcomes in LTC residents, but the protection wanes over time, with more waning seen against infection than severe outcomes.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.09.29.22280526     LK  - http://mgetit.lib.umich.edu/sfx_locater?sid=EMBASE&issn=&id=doi:10.1101%2F2022.09.29.22280526&atitle=Effectiveness+and+Duration+of+Protection+of+a+Fourth+Dose+of+COVID-19+mRNA+Vaccine+among+Long-Term+Care+Residents+in+Ontario%2C+Canada&stitle=medRxiv&title=medRxiv&volume=&issue=&spage=&epage=&aulast=Grewal&aufirst=Ramandip&auinit=R.&aufull=Grewal+R.&coden=&isbn=&pages=-&date=2022&auinit1=R&auinitm=,"adult;Canada;comparative effectiveness;controlled study;coronavirus disease 2019;drug therapy;hospitalization;human;long term care;Ontario;outcome assessment;resident;vaccination;RNA vaccine;SARS-CoV-2 vaccine;RNA, Messenger;Vaccination;Long-Term Care;Vaccines",,,294741
rayyan-918207395,"Protection of homologous and heterologous boosters after primary schemes of rAd26-rAd5, ChAdOx1 nCoV-19 and BBIBP-CorV during the Omicron outbreak in adults of 50 years and older in Argentina: a test-negative case-control study.",2022,,,medRxiv,,,,,"González, S. and Olszevicki, S. and Gaiano, A. and Salazar, M. and Regairaz, L. and Varela Baino, A.N. and Barkel, E. and Varela, T. and González Martínez, V.V. and Pesci, S. and Marín, L. and Irassar, J.I. and Ceriani, L. and Garcia, E. and Kreplak, N. and Estenssoro, E. and Marsico, F.",https://www.embase.com/search/results?subaction=viewrecord&id=L2020587645&from=export,English,,"F. Marsico, Faculty of Exacts and Natural Sciences, University of Buenos Aires, Argentina","Objectives: To estimate the protection against laboratory-confirmed SARS-CoV-2 infection, hospitalisations, and death after homologous or heterologous third-dose (booster) in individuals with primary vaccination schemes with rAd26-rAd5, ChAdOx1nCoV-19, BBIBP-CorV or heterologous combinations, during the period of Omicron BA.1 predominance. Design: Retrospective, test-negative, case-control study, with matched analysis. Setting: Province of Buenos Aires, Argentina, between 12/1/21-4/1/21. Participants: 422,144 individuals ≥50 years who had received two or three doses of COVID-19 vaccines and were tested for SARS-CoV-2. Main outcome measures: Odds ratios of confirmed SARS-CoV-2 infection, hospitalisations and death after administering different boosters, compared to a two-dose primary scheme. Results: Of 221,933(52.5%) individuals with a positive test, 190,884(45.2%) had received a two-dose vaccination scheme and 231,260(54.8%) a three-dose scheme. The matched analysis included 127,014 cases and 180,714 controls. The three-dose scheme reduced infections (OR 0.81[0.80-0.83]) but after 60 days protection dropped (OR 1.04[1.01-1.06]). The booster dose decreased the risk of hospitalisations and deaths after 15-59 days (ORs 0.28[0.25-0.32] and 0.25[0.22-0.28] respectively), which persisted after administration for 75[66-89] days. Administration of a homologous booster after a primary scheme with vectored-vaccines provided low protection against infections (OR 0.94[0.92-0.97] and 1.05[1.01-1.09] before and after 60 days). Protection against hospitalisations and death was significant (OR 0.30[0.26-0.35] and 0.29[0.25-0.33] respectively) but decreased after 60 days (OR 0.59[0.47-0.74] and 0.51[0.41- 0.64] respectively). The inoculation of a heterologous booster after a primary course with ChAdOx1 nCoV-19, rAd26-rAd5, BBIBP-CorV, or heterologous schemes, offered some protection against infection (OR 0.70[0.68-0.71]), which decreased after 60 days (OR 1.01[0.98-1.04]). The protective effect against hospitalisations and deaths (OR 0.26[0.22-0.31] and 0.22[0.18-0.25] respectively) was clear and persisted after 60 days (OR 0.43[0.35-0.53] and 0.33[0.26-0.41]). Conclusions: This study shows that, during Omicron predominance, heterologous boosters provide an enhanced protection and longer effect duration against COVID-19-related hospitalisations and death in individuals older than 50, compared to homologous boosters.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.09.25.22280341     LK  - http://mgetit.lib.umich.edu/sfx_locater?sid=EMBASE&issn=&id=doi:10.1101%2F2022.09.25.22280341&atitle=Protection+of+homologous+and+heterologous+boosters+after+primary+schemes+of+rAd26-rAd5%2C+ChAdOx1+nCoV-19+and+BBIBP-CorV+during+the+Omicron+outbreak+in+adults+of+50+years+and+older+in+Argentina%3A+a+test-negative+case-control+study.&stitle=medRxiv&title=medRxiv&volume=&issue=&spage=&epage=&aulast=Gonz%C3%A1lez&aufirst=Soledad&auinit=S.&aufull=Gonz%C3%A1lez+S.&coden=&isbn=&pages=-&date=2022&auinit1=S&auinitm=,adult;Argentina;case control study;controlled study;coronavirus disease 2019;drug therapy;female;hospitalization;human;inoculation;low drug dose;major clinical study;male;nonhuman;outcome assessment;retrospective study;Severe acute respiratory syndrome coronavirus 2;vaccination;covilo;vaxzevria;Case-Control Studies;Disease Outbreaks,,,422144
rayyan-918207399,Clinical effectiveness of SARS-CoV-2 booster vaccine against Omicron infection in residents and staff of Long-Term Care Facilities: a prospective cohort study (VIVALDI),2022,,,medRxiv,,,,,"Stirrup, O. and Shrotri, M. and Adams, N.L. and Krutikov, M. and Nacer-Laidi, H. and Azmi, B. and Palmer, T. and Fuller, C. and Irwin-Singer, A. and Baynton, V. and Tut, G. and Moss, P. and Hayward, A. and Copas, A. and Shallcross, L.",https://www.embase.com/search/results?subaction=viewrecord&id=L2020191571&from=export,English,,"[""O. Stirrup, UCL Institute for Global Health, 222 Euston Road, London, United Kingdom"", ""L. Shallcross, UCL Institute of Health Informatics, 222 Euston Road, London, United Kingdom""]","Background Successive SARS-CoV-2 variants have caused severe disease in long-term care facility (LTCF) residents. Primary vaccination provides strong short-term protection, but data are limited on duration of protection following booster vaccines, particularly against the Omicron variant. We investigated effectiveness of booster vaccination against infections, hospitalisations and deaths among LTCF residents and staff in England. Methods We included residents and staff of LTCFs within the VIVALDI study (ISRCTN 14447421) who underwent routine, asymptomatic testing (December 12 2021-March 31 2022). Cox regression was used to estimate relative hazards of SARS-CoV-2 infection, and associated hospitalisation and death at 0-13, 14-48, 49-83 and 84 days after dose 3 of SARS-CoV-2 vaccination compared to 2 doses (after 84+ days), stratified by previous SARS-CoV-2 infection and adjusting for age, sex, LTCF capacity and local SARS-CoV-2 incidence. Results 14175 residents and 19973 staff were included. In residents without prior SARS-CoV-2 infection, infection risk was reduced 0-83 days after first booster, but no protection was apparent after 84 days. Additional protection following booster vaccination waned, but was still present at 84+ days for COVID-associated hospitalisation (aHR: 0.47, 0.24-0.89) and death (aHR: 0.37, 0.21-0.62). Most residents (64.4%) had received primary course of AstraZeneca, but this did not impact on pre- or post-booster risks. Staff showed a similar pattern of waning booster effectiveness against infection, with few hospitalisations and no deaths. Conclusions Booster vaccination provides sustained protection against severe outcomes following infection with the Omicron variant, but no protection against infection from 3 months onwards. Ongoing surveillance for SARS-CoV-2 in LTCFs is crucial.","RAYYAN-INCLUSION: {""Sabir""=>""Included""}",10.1101/2022.08.08.22278532     LK  - http://mgetit.lib.umich.edu/sfx_locater?sid=EMBASE&issn=&id=doi:10.1101%2F2022.08.08.22278532&atitle=Clinical+effectiveness+of+SARS-CoV-2+booster+vaccine+against+Omicron+infection+in+residents+and+staff+of+Long-Term+Care+Facilities%3A+a+prospective+cohort+study+%28VIVALDI%29&stitle=medRxiv&title=medRxiv&volume=&issue=&spage=&epage=&aulast=Stirrup&aufirst=Oliver&auinit=O.&aufull=Stirrup+O.&coden=&isbn=&pages=-&date=2022&auinit1=O&auinitm=,adult;cohort analysis;controlled study;coronavirus disease 2019;drug therapy;England;female;hospitalization;human;incidence;infection risk;male;nonhuman;nursing home;prospective study;resident;revaccination;Severe acute respiratory syndrome coronavirus 2;vaccination;vaccine;Cohort Studies;Vaccination;Long-Term Care;Vaccines,,,34148
google-1,Efficacy of a Fourth Dose of Covid-19 mRNA Vaccine against Omicron,2022,,,,,,,,Regev-Yochay,https://www-nejm-org.proxy.lib.umich.edu/doi/full/10.1056/NEJMc2202542,,,,,,,,,,1050
google-2,Second Booster Vaccine and Covid-19 Mortality in Adults 60 to 100 Years Old,2022,,,,,,,,Arbel,https://www.researchsquare.com/article/rs-1478439/latest.pdf,,,,,,,,,,563465
google-3,Primary COVID-19 vaccine cycle and booster doses efficacy: analysis of Italian nationwide vaccination campaign,2022,,,,,,,,Mattiuzzi and Lippi,https://academic-oup-com.proxy.lib.umich.edu/eurpub/article/32/2/328/6493335,,,,,,,,,,45600000
google-4,Short Term Reduction in the Odds of Testing Positive for SARS-CoV-2; a Comparison Between Two Doses and Three doses of the BNT162b2 Vaccine,2021,,,,,,,,Patalon,https://www.medrxiv.org/content/10.1101/2021.08.29.21262792v1.full-text,,,,,,,,,,153753
google-5,"Effectiveness of BNT162b2 (Comirnaty, Pfizer-BioNTech) COVID-19 booster vaccine against covid-19 related symptoms in England: test negative case-control study",2021,,,,,,,,Andrews,https://www.medrxiv.org/content/10.1101/2021.11.15.21266341v1.full-text,,,,,,,,,,271747
